Name,info,Partner
sequence alignment,Andrea Zaliani,Fraunhofer-Gesellschaft
sequence alignment by method,Andrea Zaliani,Fraunhofer-Gesellschaft
sequence alignment by type,Andrea Zaliani,Fraunhofer-Gesellschaft
sequencing data alignment software,Andrea Zaliani,Fraunhofer-Gesellschaft
sequencing data analysis software,Andrea Zaliani,Fraunhofer-Gesellschaft
shape fingerprint search,Andrea Zaliani,Fraunhofer-Gesellschaft
simulated annealing,Andrea Zaliani,Fraunhofer-Gesellschaft
structure activity relationship analysis,Andrea Zaliani,Fraunhofer-Gesellschaft
structure alignment,Andrea Zaliani,Fraunhofer-Gesellschaft
structure based virtual screening,Andrea Zaliani,Fraunhofer-Gesellschaft
structure database search,Andrea Zaliani,Fraunhofer-Gesellschaft
structure similarity search,Andrea Zaliani,Fraunhofer-Gesellschaft
substructure search,Andrea Zaliani,Fraunhofer-Gesellschaft
SwissModel homology modeling,Andrea Zaliani,Fraunhofer-Gesellschaft
systematic conformational search,Andrea Zaliani,Fraunhofer-Gesellschaft
three dimensional QSAR,Andrea Zaliani,Fraunhofer-Gesellschaft
topomer search,Andrea Zaliani,Fraunhofer-Gesellschaft
two dimensional QSAR,Andrea Zaliani,Fraunhofer-Gesellschaft
virtual screening,Andrea Zaliani,Fraunhofer-Gesellschaft
2D structure prediction,Brinton Seashore-Ludlow,Karolinska Institutet
2D structure similarity search,Brinton Seashore-Ludlow,Karolinska Institutet
3D structure prediction,Brinton Seashore-Ludlow,Karolinska Institutet
3D structure similarity search,Brinton Seashore-Ludlow,Karolinska Institutet
AMBER force field simulation,Brinton Seashore-Ludlow,Karolinska Institutet
AutoDock docking method,Brinton Seashore-Ludlow,Karolinska Institutet
cheminformatics method,Brinton Seashore-Ludlow,Karolinska Institutet
circular fingerprint search,Brinton Seashore-Ludlow,Karolinska Institutet
Clustal sequence alignment,Brinton Seashore-Ludlow,Karolinska Institutet
ClustalW sequence alignment,Brinton Seashore-Ludlow,Karolinska Institutet
ClustalX sequence alignment,Brinton Seashore-Ludlow,Karolinska Institutet
CoMFA pharmacophore search,Brinton Seashore-Ludlow,Karolinska Institutet
comparative molecular field analysis,Brinton Seashore-Ludlow,Karolinska Institutet
computational phylogenetic analysis,Brinton Seashore-Ludlow,Karolinska Institutet
computational structure analysis,Brinton Seashore-Ludlow,Karolinska Institutet
computer simulation method,Brinton Seashore-Ludlow,Karolinska Institutet
computer simulation method by force field,Brinton Seashore-Ludlow,Karolinska Institutet
conformational search,Brinton Seashore-Ludlow,Karolinska Institutet
conjugate gradient method,Brinton Seashore-Ludlow,Karolinska Institutet
constraint molecular dynamics simulation,Brinton Seashore-Ludlow,Karolinska Institutet
data based structure generation,Brinton Seashore-Ludlow,Karolinska Institutet
database filtering,Brinton Seashore-Ludlow,Karolinska Institutet
de novo structure design,Brinton Seashore-Ludlow,Karolinska Institutet
decision tree,Brinton Seashore-Ludlow,Karolinska Institutet
descriptor matching method,Brinton Seashore-Ludlow,Karolinska Institutet
dihedral conformational search,Brinton Seashore-Ludlow,Karolinska Institutet
distance comparison modeling,Brinton Seashore-Ludlow,Karolinska Institutet
DOCK docking method,Brinton Seashore-Ludlow,Karolinska Institutet
empirical scoring function,Brinton Seashore-Ludlow,Karolinska Institutet
energy minimization method,Brinton Seashore-Ludlow,Karolinska Institutet
exact match structure search,Brinton Seashore-Ludlow,Karolinska Institutet
experimental design method,Brinton Seashore-Ludlow,Karolinska Institutet
FASTA local sequence alignment,Brinton Seashore-Ludlow,Karolinska Institutet
force field based scoring function,Brinton Seashore-Ludlow,Karolinska Institutet
fractional factorial design,Brinton Seashore-Ludlow,Karolinska Institutet
fragment based structure generation,Brinton Seashore-Ludlow,Karolinska Institutet
full factorial design,Brinton Seashore-Ludlow,Karolinska Institutet
genetic algorithm method,Brinton Seashore-Ludlow,Karolinska Institutet
GOLD docking method,Brinton Seashore-Ludlow,Karolinska Institutet
GOLD scoring function,Brinton Seashore-Ludlow,Karolinska Institutet
hierarchial clustering,Brinton Seashore-Ludlow,Karolinska Institutet
homology modeling,Brinton Seashore-Ludlow,Karolinska Institutet
k means clustering,Brinton Seashore-Ludlow,Karolinska Institutet
knowledge based scoring function,Brinton Seashore-Ludlow,Karolinska Institutet
ligand based pharmacophore model,Brinton Seashore-Ludlow,Karolinska Institutet
ligand based virtual screening,Brinton Seashore-Ludlow,Karolinska Institutet
linear QSAR,Brinton Seashore-Ludlow,Karolinska Institutet
Lipinski rule of 5 filtering,Brinton Seashore-Ludlow,Karolinska Institutet
local minimum search,Brinton Seashore-Ludlow,Karolinska Institutet
MMFF force field simulation,Brinton Seashore-Ludlow,Karolinska Institutet
MODELLER homology modeling,Brinton Seashore-Ludlow,Karolinska Institutet
molecular docking,Brinton Seashore-Ludlow,Karolinska Institutet
molecular docking by method,Brinton Seashore-Ludlow,Karolinska Institutet
molecular docking by scoring function,Brinton Seashore-Ludlow,Karolinska Institutet
molecular dynamics simulation,Brinton Seashore-Ludlow,Karolinska Institutet
multiple sequence alignment,Brinton Seashore-Ludlow,Karolinska Institutet
neural network QSAR,Brinton Seashore-Ludlow,Karolinska Institutet
Newton-Raphson method,Brinton Seashore-Ludlow,Karolinska Institutet
non-linear QSAR,Brinton Seashore-Ludlow,Karolinska Institutet
partial least squares QSAR,Brinton Seashore-Ludlow,Karolinska Institutet
pathway analysis,Brinton Seashore-Ludlow,Karolinska Institutet
principal component analysis,Brinton Seashore-Ludlow,Karolinska Institutet
protein-protein docking,Brinton Seashore-Ludlow,Karolinska Institutet
quantitative structure activity relationship analysis,Brinton Seashore-Ludlow,Karolinska Institutet
random conformational search,Brinton Seashore-Ludlow,Karolinska Institutet
receptor based pharmacophore search,Brinton Seashore-Ludlow,Karolinska Institutet
regression QSAR,Brinton Seashore-Ludlow,Karolinska Institutet
scaffold hopping,Brinton Seashore-Ludlow,Karolinska Institutet
sequence alignment,Brinton Seashore-Ludlow,Karolinska Institutet
shape fingerprint search,Brinton Seashore-Ludlow,Karolinska Institutet
structure activity relationship analysis,Brinton Seashore-Ludlow,Karolinska Institutet
structure alignment,Brinton Seashore-Ludlow,Karolinska Institutet
structure based virtual screening,Brinton Seashore-Ludlow,Karolinska Institutet
structure database search,Brinton Seashore-Ludlow,Karolinska Institutet
structure similarity search,Brinton Seashore-Ludlow,Karolinska Institutet
substructure search,Brinton Seashore-Ludlow,Karolinska Institutet
SwissModel homology modeling,Brinton Seashore-Ludlow,Karolinska Institutet
systematic conformational search,Brinton Seashore-Ludlow,Karolinska Institutet
target family knowledge analysis,Brinton Seashore-Ludlow,Karolinska Institutet
three dimensional QSAR,Brinton Seashore-Ludlow,Karolinska Institutet
two dimensional QSAR,Brinton Seashore-Ludlow,Karolinska Institutet
virtual screening,Brinton Seashore-Ludlow,Karolinska Institutet
automatic pathway analysis,Tero Aittokallio,University of Helsinki (FIMM-UH)
cheminformatics method,Tero Aittokallio,University of Helsinki (FIMM-UH)
computational analysis of gene expression,Tero Aittokallio,University of Helsinki (FIMM-UH)
Cytoscape network analysis,Tero Aittokallio,University of Helsinki (FIMM-UH)
decision tree,Tero Aittokallio,University of Helsinki (FIMM-UH)
genetic algorithm search,Tero Aittokallio,University of Helsinki (FIMM-UH)
integrated pathway analysis,Tero Aittokallio,University of Helsinki (FIMM-UH)
k means clustering,Tero Aittokallio,University of Helsinki (FIMM-UH)
pathway analysis,Tero Aittokallio,University of Helsinki (FIMM-UH)
automatic pathway analysis,Swapnil Potdar,University of Helsinki (FIMM-UH)
cheminformatics method,Swapnil Potdar,University of Helsinki (FIMM-UH)
computational analysis of gene expression,Swapnil Potdar,University of Helsinki (FIMM-UH)
Cytoscape network analysis,Swapnil Potdar,University of Helsinki (FIMM-UH)
decision tree,Swapnil Potdar,University of Helsinki (FIMM-UH)
genetic algorithm search,Swapnil Potdar,University of Helsinki (FIMM-UH)
integrated pathway analysis,Swapnil Potdar,University of Helsinki (FIMM-UH)
k means clustering,Swapnil Potdar,University of Helsinki (FIMM-UH)
pathway analysis,Swapnil Potdar,University of Helsinki (FIMM-UH)
2D structure prediction,Jeanette Reinshagen,Fraunhofer-Gesellschaft
2D structure similarity search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
3D structure prediction,Jeanette Reinshagen,Fraunhofer-Gesellschaft
3D structure similarity search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
AutoDock docking method,Jeanette Reinshagen,Fraunhofer-Gesellschaft
cartesian conformational search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
cheminformatics method,Jeanette Reinshagen,Fraunhofer-Gesellschaft
circular fingerprint search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Clustal sequence alignment,Jeanette Reinshagen,Fraunhofer-Gesellschaft
ClustalW sequence alignment,Jeanette Reinshagen,Fraunhofer-Gesellschaft
ClustalX sequence alignment,Jeanette Reinshagen,Fraunhofer-Gesellschaft
computational phylogenetic analysis,Jeanette Reinshagen,Fraunhofer-Gesellschaft
computational structure analysis,Jeanette Reinshagen,Fraunhofer-Gesellschaft
computer simulation method,Jeanette Reinshagen,Fraunhofer-Gesellschaft
computer simulation method by force field,Jeanette Reinshagen,Fraunhofer-Gesellschaft
conformational search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
conjugate gradient method,Jeanette Reinshagen,Fraunhofer-Gesellschaft
constraint molecular dynamics simulation,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Cytoscape network analysis,Jeanette Reinshagen,Fraunhofer-Gesellschaft
data based structure generation,Jeanette Reinshagen,Fraunhofer-Gesellschaft
database filtering,Jeanette Reinshagen,Fraunhofer-Gesellschaft
de novo structure design,Jeanette Reinshagen,Fraunhofer-Gesellschaft
decision tree,Jeanette Reinshagen,Fraunhofer-Gesellschaft
descriptor matching method,Jeanette Reinshagen,Fraunhofer-Gesellschaft
dihedral conformational search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
distance comparison modeling,Jeanette Reinshagen,Fraunhofer-Gesellschaft
distance matrix alignment,Jeanette Reinshagen,Fraunhofer-Gesellschaft
DrugScore scoring function,Jeanette Reinshagen,Fraunhofer-Gesellschaft
energy minimization method,Jeanette Reinshagen,Fraunhofer-Gesellschaft
exact match structure search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
experimental design method,Jeanette Reinshagen,Fraunhofer-Gesellschaft
FASTA local sequence alignment,Jeanette Reinshagen,Fraunhofer-Gesellschaft
force field based scoring function,Jeanette Reinshagen,Fraunhofer-Gesellschaft
fractional factorial design,Jeanette Reinshagen,Fraunhofer-Gesellschaft
fragment based structure generation,Jeanette Reinshagen,Fraunhofer-Gesellschaft
full factorial design,Jeanette Reinshagen,Fraunhofer-Gesellschaft
global minimum search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
GOLD docking method,Jeanette Reinshagen,Fraunhofer-Gesellschaft
GOLD scoring function,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Hartree-Fock method,Jeanette Reinshagen,Fraunhofer-Gesellschaft
hierarchial clustering,Jeanette Reinshagen,Fraunhofer-Gesellschaft
homology modeling,Jeanette Reinshagen,Fraunhofer-Gesellschaft
k means clustering,Jeanette Reinshagen,Fraunhofer-Gesellschaft
ligand based pharmacophore model,Jeanette Reinshagen,Fraunhofer-Gesellschaft
ligand based virtual screening,Jeanette Reinshagen,Fraunhofer-Gesellschaft
linear QSAR,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Lipinski rule of 5 filtering,Jeanette Reinshagen,Fraunhofer-Gesellschaft
local minimum search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
local sequence alignment,Jeanette Reinshagen,Fraunhofer-Gesellschaft
MMFF force field simulation,Jeanette Reinshagen,Fraunhofer-Gesellschaft
MODELLER homology modeling,Jeanette Reinshagen,Fraunhofer-Gesellschaft
molecular docking,Jeanette Reinshagen,Fraunhofer-Gesellschaft
molecular docking by method,Jeanette Reinshagen,Fraunhofer-Gesellschaft
molecular docking by scoring function,Jeanette Reinshagen,Fraunhofer-Gesellschaft
molecular dynamics simulation,Jeanette Reinshagen,Fraunhofer-Gesellschaft
multiple sequence alignment,Jeanette Reinshagen,Fraunhofer-Gesellschaft
natural language processing,Jeanette Reinshagen,Fraunhofer-Gesellschaft
network analysis,Jeanette Reinshagen,Fraunhofer-Gesellschaft
neural network model,Jeanette Reinshagen,Fraunhofer-Gesellschaft
neural network QSAR,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Newton-Raphson method,Jeanette Reinshagen,Fraunhofer-Gesellschaft
non-linear QSAR,Jeanette Reinshagen,Fraunhofer-Gesellschaft
pairwise sequence alignment,Jeanette Reinshagen,Fraunhofer-Gesellschaft
parameterized model number 3,Jeanette Reinshagen,Fraunhofer-Gesellschaft
partial least squares QSAR,Jeanette Reinshagen,Fraunhofer-Gesellschaft
post Hartree-Fock method,Jeanette Reinshagen,Fraunhofer-Gesellschaft
principal component analysis,Jeanette Reinshagen,Fraunhofer-Gesellschaft
protein-protein docking,Jeanette Reinshagen,Fraunhofer-Gesellschaft
quantitative structure activity relationship analysis,Jeanette Reinshagen,Fraunhofer-Gesellschaft
random conformational search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
randomized block design,Jeanette Reinshagen,Fraunhofer-Gesellschaft
RAPTOR protein threading,Jeanette Reinshagen,Fraunhofer-Gesellschaft
receptor based pharmacophore search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
recursive partitioning QSAR,Jeanette Reinshagen,Fraunhofer-Gesellschaft
regression QSAR,Jeanette Reinshagen,Fraunhofer-Gesellschaft
restricted open-shell Hartree-Fock,Jeanette Reinshagen,Fraunhofer-Gesellschaft
scaffold hopping,Jeanette Reinshagen,Fraunhofer-Gesellschaft
secondary structure analysis method,Jeanette Reinshagen,Fraunhofer-Gesellschaft
self organizing molecular field analysis,Jeanette Reinshagen,Fraunhofer-Gesellschaft
sequence alignment,Jeanette Reinshagen,Fraunhofer-Gesellschaft
sequence alignment by method,Jeanette Reinshagen,Fraunhofer-Gesellschaft
sequence alignment by type,Jeanette Reinshagen,Fraunhofer-Gesellschaft
sequencing data alignment software,Jeanette Reinshagen,Fraunhofer-Gesellschaft
sequencing data analysis software,Jeanette Reinshagen,Fraunhofer-Gesellschaft
shape fingerprint search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
simulated annealing,Jeanette Reinshagen,Fraunhofer-Gesellschaft
structure activity relationship analysis,Jeanette Reinshagen,Fraunhofer-Gesellschaft
structure alignment,Jeanette Reinshagen,Fraunhofer-Gesellschaft
structure based virtual screening,Jeanette Reinshagen,Fraunhofer-Gesellschaft
structure database search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
structure similarity search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
substructure search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
SwissModel homology modeling,Jeanette Reinshagen,Fraunhofer-Gesellschaft
systematic conformational search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
three dimensional QSAR,Jeanette Reinshagen,Fraunhofer-Gesellschaft
topomer search,Jeanette Reinshagen,Fraunhofer-Gesellschaft
two dimensional QSAR,Jeanette Reinshagen,Fraunhofer-Gesellschaft
virtual screening,Jeanette Reinshagen,Fraunhofer-Gesellschaft
automatic pathway analysis,Jani Saarela,University of Helsinki (FIMM-UH)
cheminformatics method,Jani Saarela,University of Helsinki (FIMM-UH)
computational analysis of gene expression,Jani Saarela,University of Helsinki (FIMM-UH)
Cytoscape network analysis,Jani Saarela,University of Helsinki (FIMM-UH)
decision tree,Jani Saarela,University of Helsinki (FIMM-UH)
genetic algorithm search,Jani Saarela,University of Helsinki (FIMM-UH)
integrated pathway analysis,Jani Saarela,University of Helsinki (FIMM-UH)
k means clustering,Jani Saarela,University of Helsinki (FIMM-UH)
pathway analysis,Jani Saarela,University of Helsinki (FIMM-UH)
2D structure prediction,Marianna Tampere,Karolinska Institutet
2D structure similarity search,Marianna Tampere,Karolinska Institutet
3D structure prediction,Marianna Tampere,Karolinska Institutet
3D structure similarity search,Marianna Tampere,Karolinska Institutet
AMBER force field simulation,Marianna Tampere,Karolinska Institutet
AutoDock docking method,Marianna Tampere,Karolinska Institutet
cheminformatics method,Marianna Tampere,Karolinska Institutet
circular fingerprint search,Marianna Tampere,Karolinska Institutet
Clustal sequence alignment,Marianna Tampere,Karolinska Institutet
ClustalW sequence alignment,Marianna Tampere,Karolinska Institutet
ClustalX sequence alignment,Marianna Tampere,Karolinska Institutet
CoMFA pharmacophore search,Marianna Tampere,Karolinska Institutet
comparative molecular field analysis,Marianna Tampere,Karolinska Institutet
computational phylogenetic analysis,Marianna Tampere,Karolinska Institutet
computational structure analysis,Marianna Tampere,Karolinska Institutet
computer simulation method,Marianna Tampere,Karolinska Institutet
computer simulation method by force field,Marianna Tampere,Karolinska Institutet
conformational search,Marianna Tampere,Karolinska Institutet
conjugate gradient method,Marianna Tampere,Karolinska Institutet
constraint molecular dynamics simulation,Marianna Tampere,Karolinska Institutet
data based structure generation,Marianna Tampere,Karolinska Institutet
database filtering,Marianna Tampere,Karolinska Institutet
de novo structure design,Marianna Tampere,Karolinska Institutet
decision tree,Marianna Tampere,Karolinska Institutet
descriptor matching method,Marianna Tampere,Karolinska Institutet
dihedral conformational search,Marianna Tampere,Karolinska Institutet
distance comparison modeling,Marianna Tampere,Karolinska Institutet
DOCK docking method,Marianna Tampere,Karolinska Institutet
empirical scoring function,Marianna Tampere,Karolinska Institutet
energy minimization method,Marianna Tampere,Karolinska Institutet
exact match structure search,Marianna Tampere,Karolinska Institutet
experimental design method,Marianna Tampere,Karolinska Institutet
FASTA local sequence alignment,Marianna Tampere,Karolinska Institutet
force field based scoring function,Marianna Tampere,Karolinska Institutet
fractional factorial design,Marianna Tampere,Karolinska Institutet
fragment based structure generation,Marianna Tampere,Karolinska Institutet
full factorial design,Marianna Tampere,Karolinska Institutet
genetic algorithm method,Marianna Tampere,Karolinska Institutet
GOLD docking method,Marianna Tampere,Karolinska Institutet
GOLD scoring function,Marianna Tampere,Karolinska Institutet
hierarchial clustering,Marianna Tampere,Karolinska Institutet
homology modeling,Marianna Tampere,Karolinska Institutet
k means clustering,Marianna Tampere,Karolinska Institutet
knowledge based scoring function,Marianna Tampere,Karolinska Institutet
ligand based pharmacophore model,Marianna Tampere,Karolinska Institutet
ligand based virtual screening,Marianna Tampere,Karolinska Institutet
linear QSAR,Marianna Tampere,Karolinska Institutet
Lipinski rule of 5 filtering,Marianna Tampere,Karolinska Institutet
local minimum search,Marianna Tampere,Karolinska Institutet
MMFF force field simulation,Marianna Tampere,Karolinska Institutet
MODELLER homology modeling,Marianna Tampere,Karolinska Institutet
molecular docking,Marianna Tampere,Karolinska Institutet
molecular docking by method,Marianna Tampere,Karolinska Institutet
molecular docking by scoring function,Marianna Tampere,Karolinska Institutet
molecular dynamics simulation,Marianna Tampere,Karolinska Institutet
multiple sequence alignment,Marianna Tampere,Karolinska Institutet
neural network QSAR,Marianna Tampere,Karolinska Institutet
Newton-Raphson method,Marianna Tampere,Karolinska Institutet
non-linear QSAR,Marianna Tampere,Karolinska Institutet
partial least squares QSAR,Marianna Tampere,Karolinska Institutet
pathway analysis,Marianna Tampere,Karolinska Institutet
principal component analysis,Marianna Tampere,Karolinska Institutet
protein-protein docking,Marianna Tampere,Karolinska Institutet
quantitative structure activity relationship analysis,Marianna Tampere,Karolinska Institutet
random conformational search,Marianna Tampere,Karolinska Institutet
receptor based pharmacophore search,Marianna Tampere,Karolinska Institutet
regression QSAR,Marianna Tampere,Karolinska Institutet
scaffold hopping,Marianna Tampere,Karolinska Institutet
sequence alignment,Marianna Tampere,Karolinska Institutet
shape fingerprint search,Marianna Tampere,Karolinska Institutet
structure activity relationship analysis,Marianna Tampere,Karolinska Institutet
structure alignment,Marianna Tampere,Karolinska Institutet
structure based virtual screening,Marianna Tampere,Karolinska Institutet
structure database search,Marianna Tampere,Karolinska Institutet
structure similarity search,Marianna Tampere,Karolinska Institutet
substructure search,Marianna Tampere,Karolinska Institutet
SwissModel homology modeling,Marianna Tampere,Karolinska Institutet
systematic conformational search,Marianna Tampere,Karolinska Institutet
target family knowledge analysis,Marianna Tampere,Karolinska Institutet
three dimensional QSAR,Marianna Tampere,Karolinska Institutet
two dimensional QSAR,Marianna Tampere,Karolinska Institutet
virtual screening,Marianna Tampere,Karolinska Institutet
AMBER force field simulation,Francesca Bruzzese,Istituto Nazionale Tumori
AutoDock docking method,Francesca Bruzzese,Istituto Nazionale Tumori
AutoDock3 docking method,Francesca Bruzzese,Istituto Nazionale Tumori
AutoDock3 scoring function,Francesca Bruzzese,Istituto Nazionale Tumori
automatic pathway analysis,Francesca Bruzzese,Istituto Nazionale Tumori
basic local alignment search tool,Francesca Bruzzese,Istituto Nazionale Tumori
CFF force field simulation,Francesca Bruzzese,Istituto Nazionale Tumori
CHARMM force field simulation,Francesca Bruzzese,Istituto Nazionale Tumori
Clustal sequence alignment,Francesca Bruzzese,Istituto Nazionale Tumori
ClustalW sequence alignment,Francesca Bruzzese,Istituto Nazionale Tumori
ClustalX sequence alignment,Francesca Bruzzese,Istituto Nazionale Tumori
conjugate gradient method,Francesca Bruzzese,Istituto Nazionale Tumori
Cytoscape network analysis,Francesca Bruzzese,Istituto Nazionale Tumori
DIALIGN sequence alignment,Francesca Bruzzese,Istituto Nazionale Tumori
DOCK docking method,Francesca Bruzzese,Istituto Nazionale Tumori
DOCK4 docking method,Francesca Bruzzese,Istituto Nazionale Tumori
energy minimization method,Francesca Bruzzese,Istituto Nazionale Tumori
FASTA local sequence alignment,Francesca Bruzzese,Istituto Nazionale Tumori
force field based scoring function,Francesca Bruzzese,Istituto Nazionale Tumori
GROMOS force field simulation,Francesca Bruzzese,Istituto Nazionale Tumori
GSEA-P enrichment analysis,Francesca Bruzzese,Istituto Nazionale Tumori
homology modeling,Francesca Bruzzese,Istituto Nazionale Tumori
ligand based pharmacophore model,Francesca Bruzzese,Istituto Nazionale Tumori
ligand based virtual screening,Francesca Bruzzese,Istituto Nazionale Tumori
local sequence alignment,Francesca Bruzzese,Istituto Nazionale Tumori
MODELLER homology modeling,Francesca Bruzzese,Istituto Nazionale Tumori
molecular docking,Francesca Bruzzese,Istituto Nazionale Tumori
molecular docking by method,Francesca Bruzzese,Istituto Nazionale Tumori
molecular dynamics simulation,Francesca Bruzzese,Istituto Nazionale Tumori
multiple sequence alignment,Francesca Bruzzese,Istituto Nazionale Tumori
network analysis,Francesca Bruzzese,Istituto Nazionale Tumori
pairwise sequence alignment,Francesca Bruzzese,Istituto Nazionale Tumori
pathway analysis,Francesca Bruzzese,Istituto Nazionale Tumori
PREDATOR structure prediction,Francesca Bruzzese,Istituto Nazionale Tumori
PredictProtein structure prediction,Francesca Bruzzese,Istituto Nazionale Tumori
principal component analysis,Francesca Bruzzese,Istituto Nazionale Tumori
protein threading,Francesca Bruzzese,Istituto Nazionale Tumori
protein-protein docking,Francesca Bruzzese,Istituto Nazionale Tumori
second generation force field simulation,Francesca Bruzzese,Istituto Nazionale Tumori
secondary structure analysis method,Francesca Bruzzese,Istituto Nazionale Tumori
self organizing molecular field analysis,Francesca Bruzzese,Istituto Nazionale Tumori
sequence alignment,Francesca Bruzzese,Istituto Nazionale Tumori
statistical classification method,Francesca Bruzzese,Istituto Nazionale Tumori
structure alignment,Francesca Bruzzese,Istituto Nazionale Tumori
structure based virtual screening,Francesca Bruzzese,Istituto Nazionale Tumori
structure database search,Francesca Bruzzese,Istituto Nazionale Tumori
structure similarity search,Francesca Bruzzese,Istituto Nazionale Tumori
SwissModel homology modeling,Francesca Bruzzese,Istituto Nazionale Tumori
virtual screening,Francesca Bruzzese,Istituto Nazionale Tumori
2D structure prediction,Bruce Schultz,Fraunhofer-Gesellschaft
2D structure similarity search,Bruce Schultz,Fraunhofer-Gesellschaft
3D structure prediction,Bruce Schultz,Fraunhofer-Gesellschaft
3D structure similarity search,Bruce Schultz,Fraunhofer-Gesellschaft
AutoDock docking method,Bruce Schultz,Fraunhofer-Gesellschaft
cartesian conformational search,Bruce Schultz,Fraunhofer-Gesellschaft
cheminformatics method,Bruce Schultz,Fraunhofer-Gesellschaft
circular fingerprint search,Bruce Schultz,Fraunhofer-Gesellschaft
Clustal sequence alignment,Bruce Schultz,Fraunhofer-Gesellschaft
ClustalW sequence alignment,Bruce Schultz,Fraunhofer-Gesellschaft
ClustalX sequence alignment,Bruce Schultz,Fraunhofer-Gesellschaft
computational phylogenetic analysis,Bruce Schultz,Fraunhofer-Gesellschaft
computational structure analysis,Bruce Schultz,Fraunhofer-Gesellschaft
computer simulation method,Bruce Schultz,Fraunhofer-Gesellschaft
computer simulation method by force field,Bruce Schultz,Fraunhofer-Gesellschaft
conformational search,Bruce Schultz,Fraunhofer-Gesellschaft
conjugate gradient method,Bruce Schultz,Fraunhofer-Gesellschaft
constraint molecular dynamics simulation,Bruce Schultz,Fraunhofer-Gesellschaft
Cytoscape network analysis,Bruce Schultz,Fraunhofer-Gesellschaft
data based structure generation,Bruce Schultz,Fraunhofer-Gesellschaft
database filtering,Bruce Schultz,Fraunhofer-Gesellschaft
de novo structure design,Bruce Schultz,Fraunhofer-Gesellschaft
decision tree,Bruce Schultz,Fraunhofer-Gesellschaft
descriptor matching method,Bruce Schultz,Fraunhofer-Gesellschaft
dihedral conformational search,Bruce Schultz,Fraunhofer-Gesellschaft
distance comparison modeling,Bruce Schultz,Fraunhofer-Gesellschaft
distance matrix alignment,Bruce Schultz,Fraunhofer-Gesellschaft
DrugScore scoring function,Bruce Schultz,Fraunhofer-Gesellschaft
energy minimization method,Bruce Schultz,Fraunhofer-Gesellschaft
exact match structure search,Bruce Schultz,Fraunhofer-Gesellschaft
experimental design method,Bruce Schultz,Fraunhofer-Gesellschaft
FASTA local sequence alignment,Bruce Schultz,Fraunhofer-Gesellschaft
force field based scoring function,Bruce Schultz,Fraunhofer-Gesellschaft
fractional factorial design,Bruce Schultz,Fraunhofer-Gesellschaft
fragment based structure generation,Bruce Schultz,Fraunhofer-Gesellschaft
full factorial design,Bruce Schultz,Fraunhofer-Gesellschaft
global minimum search,Bruce Schultz,Fraunhofer-Gesellschaft
GOLD docking method,Bruce Schultz,Fraunhofer-Gesellschaft
GOLD scoring function,Bruce Schultz,Fraunhofer-Gesellschaft
Hartree-Fock method,Bruce Schultz,Fraunhofer-Gesellschaft
hierarchial clustering,Bruce Schultz,Fraunhofer-Gesellschaft
homology modeling,Bruce Schultz,Fraunhofer-Gesellschaft
k means clustering,Bruce Schultz,Fraunhofer-Gesellschaft
ligand based pharmacophore model,Bruce Schultz,Fraunhofer-Gesellschaft
ligand based virtual screening,Bruce Schultz,Fraunhofer-Gesellschaft
linear QSAR,Bruce Schultz,Fraunhofer-Gesellschaft
Lipinski rule of 5 filtering,Bruce Schultz,Fraunhofer-Gesellschaft
local minimum search,Bruce Schultz,Fraunhofer-Gesellschaft
local sequence alignment,Bruce Schultz,Fraunhofer-Gesellschaft
MMFF force field simulation,Bruce Schultz,Fraunhofer-Gesellschaft
MODELLER homology modeling,Bruce Schultz,Fraunhofer-Gesellschaft
molecular docking,Bruce Schultz,Fraunhofer-Gesellschaft
molecular docking by method,Bruce Schultz,Fraunhofer-Gesellschaft
molecular docking by scoring function,Bruce Schultz,Fraunhofer-Gesellschaft
molecular dynamics simulation,Bruce Schultz,Fraunhofer-Gesellschaft
multiple sequence alignment,Bruce Schultz,Fraunhofer-Gesellschaft
natural language processing,Bruce Schultz,Fraunhofer-Gesellschaft
network analysis,Bruce Schultz,Fraunhofer-Gesellschaft
neural network model,Bruce Schultz,Fraunhofer-Gesellschaft
neural network QSAR,Bruce Schultz,Fraunhofer-Gesellschaft
Newton-Raphson method,Bruce Schultz,Fraunhofer-Gesellschaft
