Name,info,Partner
enzyme induction assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
enzyme inhibition assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Fluorescence imaging apoptosis assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Fluorescence imaging cell count assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Fluorescence imaging cell cycle state assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Fluorescence imaging cell growth inhibition assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Fluorescence imaging morphology assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Fluorescence imaging multiplex cytological profiling assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Fluorescence imaging protein state assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
fluorescence microscopy,Jeanette Reinshagen,Fraunhofer-Gesellschaft
fluorescent protein reporter gene assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
functional,Jeanette Reinshagen,Fraunhofer-Gesellschaft
functional phenotypic,Jeanette Reinshagen,Fraunhofer-Gesellschaft
"functional target-based_x000D_
",Jeanette Reinshagen,Fraunhofer-Gesellschaft
gastric fluid stability assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
gene knock in,Jeanette Reinshagen,Fraunhofer-Gesellschaft
gene knockdown,Jeanette Reinshagen,Fraunhofer-Gesellschaft
genotoxicity assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
high throughput screening,Jeanette Reinshagen,Fraunhofer-Gesellschaft
homogeneous time resolved fluorescence,Jeanette Reinshagen,Fraunhofer-Gesellschaft
HPLC System,Jeanette Reinshagen,Fraunhofer-Gesellschaft
hybrid screening,Jeanette Reinshagen,Fraunhofer-Gesellschaft
immunoassay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
immunocytochemistry,Jeanette Reinshagen,Fraunhofer-Gesellschaft
immunofluorescent labeling,Jeanette Reinshagen,Fraunhofer-Gesellschaft
immunohistochemistry,Jeanette Reinshagen,Fraunhofer-Gesellschaft
in situ immunoassay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
in vivo efficacy assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
in vivo PK/PD assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
interstitial fluid stability assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
intestinal fluid stability assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
ion channel assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
kinase activity assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
kinetic assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Liquid Chromatography/Mass Spectroscopy (LC/MS) protein quantification,Jeanette Reinshagen,Fraunhofer-Gesellschaft
localization assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
low throughput screening,Jeanette Reinshagen,Fraunhofer-Gesellschaft
luciferase enzyme activity assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
luciferase reporter gene assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
medium throughput screening,Jeanette Reinshagen,Fraunhofer-Gesellschaft
membrane permeability assessment,Jeanette Reinshagen,Fraunhofer-Gesellschaft
metabolic stability assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
metabolomic assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Migration Assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
mitochondrial membrane potential assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
mitosis/apoptosis assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
mitotic cell cycle state assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
neurite outgrowth assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
optical microscopy,Jeanette Reinshagen,Fraunhofer-Gesellschaft
other pharmacokinetic studies,Jeanette Reinshagen,Fraunhofer-Gesellschaft
oxidative stress assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
PD biomarker assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
permeability assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
pH stability assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
pharmacodynamic assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
pharmacokinetic assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
Pharmacology: Primary Pharmacodynamics,Jeanette Reinshagen,Fraunhofer-Gesellschaft
phosphatase activity assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
phosphorylation assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
plasma stability assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
preclinical development stage,Jeanette Reinshagen,Fraunhofer-Gesellschaft
primary assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
protease activity assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
protein expression assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
protein folding assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
protein stability assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
protein unfolding assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
protein-protein interaction assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
protein-small molecule interaction assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
protein-turnover assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
quantitative PCR,Jeanette Reinshagen,Fraunhofer-Gesellschaft
quantitative reverse transcription PCR,Jeanette Reinshagen,Fraunhofer-Gesellschaft
real-time PCR ,Jeanette Reinshagen,Fraunhofer-Gesellschaft
receptor induction assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
receptor internalization assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
redistribution assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
reporter gene assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
reverse transcription PCR,Jeanette Reinshagen,Fraunhofer-Gesellschaft
safety pharmacology assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
sandwich ELISA,Jeanette Reinshagen,Fraunhofer-Gesellschaft
second messenger assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
secondary assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
selectivity assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
signal transduction assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
signaling pathway assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
solubility assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
surface plasmon resonance,Jeanette Reinshagen,Fraunhofer-Gesellschaft
targeted metabolomic assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
thermal shift assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
thermodynamic solubility assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
time resolved fluorescence resonance energy transfer,Jeanette Reinshagen,Fraunhofer-Gesellschaft
tissue distribution assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
tissue homogenate stability assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
toxicity assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
whole blood stability assay,Jeanette Reinshagen,Fraunhofer-Gesellschaft
1536 well plate,Jani Saarela,University of Helsinki (FIMM-UH)
24 well plate,Jani Saarela,University of Helsinki (FIMM-UH)
384 well plate,Jani Saarela,University of Helsinki (FIMM-UH)
96 well plate,Jani Saarela,University of Helsinki (FIMM-UH)
ADMET,Jani Saarela,University of Helsinki (FIMM-UH)
antigen down assay,Jani Saarela,University of Helsinki (FIMM-UH)
apoptosis assay,Jani Saarela,University of Helsinki (FIMM-UH)
artifact assay,Jani Saarela,University of Helsinki (FIMM-UH)
assay format,Jani Saarela,University of Helsinki (FIMM-UH)
assay screening campaign stage,Jani Saarela,University of Helsinki (FIMM-UH)
assay screening throughput,Jani Saarela,University of Helsinki (FIMM-UH)
binding assay,Jani Saarela,University of Helsinki (FIMM-UH)
bioassay,Jani Saarela,University of Helsinki (FIMM-UH)
bioassay specification,Jani Saarela,University of Helsinki (FIMM-UH)
bioassay type,Jani Saarela,University of Helsinki (FIMM-UH)
biochemical format,Jani Saarela,University of Helsinki (FIMM-UH)
brightfield microscopy,Jani Saarela,University of Helsinki (FIMM-UH)
cell based format,Jani Saarela,University of Helsinki (FIMM-UH)
cell cycle assay,Jani Saarela,University of Helsinki (FIMM-UH)
cell density determination,Jani Saarela,University of Helsinki (FIMM-UH)
cell growth assay,Jani Saarela,University of Helsinki (FIMM-UH)
cell morphology assay,Jani Saarela,University of Helsinki (FIMM-UH)
cell motility assay,Jani Saarela,University of Helsinki (FIMM-UH)
cell permeability assay,Jani Saarela,University of Helsinki (FIMM-UH)
cell proliferation assay,Jani Saarela,University of Helsinki (FIMM-UH)
cell viability assay,Jani Saarela,University of Helsinki (FIMM-UH)
cell viability ATP quantitation assay,Jani Saarela,University of Helsinki (FIMM-UH)
chemotaxis assay,Jani Saarela,University of Helsinki (FIMM-UH)
competitive immunoassay,Jani Saarela,University of Helsinki (FIMM-UH)
compound fluorescence assay,Jani Saarela,University of Helsinki (FIMM-UH)
compound library,Jani Saarela,University of Helsinki (FIMM-UH)
compound toxicity assay,Jani Saarela,University of Helsinki (FIMM-UH)
concentration response assay,Jani Saarela,University of Helsinki (FIMM-UH)
confirmatory assay,Jani Saarela,University of Helsinki (FIMM-UH)
confocal microscopy,Jani Saarela,University of Helsinki (FIMM-UH)
counter screening assay,Jani Saarela,University of Helsinki (FIMM-UH)
cytokine secretion assay,Jani Saarela,University of Helsinki (FIMM-UH)
direct enzyme activity measurement method,Jani Saarela,University of Helsinki (FIMM-UH)
drug absorption assay,Jani Saarela,University of Helsinki (FIMM-UH)
drug excretion assay,Jani Saarela,University of Helsinki (FIMM-UH)
dye redistribution assay,Jani Saarela,University of Helsinki (FIMM-UH)
ELISA,Jani Saarela,University of Helsinki (FIMM-UH)
endpoint assay,Jani Saarela,University of Helsinki (FIMM-UH)
enzymatic stability assay,Jani Saarela,University of Helsinki (FIMM-UH)
enzyme activity assay,Jani Saarela,University of Helsinki (FIMM-UH)
enzyme complementation,Jani Saarela,University of Helsinki (FIMM-UH)
enzyme fragment complementation,Jani Saarela,University of Helsinki (FIMM-UH)
enzyme induction assay,Jani Saarela,University of Helsinki (FIMM-UH)
enzyme inhibition assay,Jani Saarela,University of Helsinki (FIMM-UH)
Fluorescence imaging apoptosis assay,Jani Saarela,University of Helsinki (FIMM-UH)
Fluorescence imaging cell count assay,Jani Saarela,University of Helsinki (FIMM-UH)
Fluorescence imaging cell cycle state assay,Jani Saarela,University of Helsinki (FIMM-UH)
Fluorescence imaging cell growth inhibition assay,Jani Saarela,University of Helsinki (FIMM-UH)
Fluorescence imaging morphology assay,Jani Saarela,University of Helsinki (FIMM-UH)
Fluorescence imaging multiplex cytological profiling assay,Jani Saarela,University of Helsinki (FIMM-UH)
Fluorescence imaging protein state assay,Jani Saarela,University of Helsinki (FIMM-UH)
fluorescence microscopy,Jani Saarela,University of Helsinki (FIMM-UH)
fluorescent protein reporter gene assay,Jani Saarela,University of Helsinki (FIMM-UH)
functional,Jani Saarela,University of Helsinki (FIMM-UH)
functional phenotypic,Jani Saarela,University of Helsinki (FIMM-UH)
"functional target-based_x000D_
",Jani Saarela,University of Helsinki (FIMM-UH)
gene expression assay,Jani Saarela,University of Helsinki (FIMM-UH)
gene knock in,Jani Saarela,University of Helsinki (FIMM-UH)
gene knockdown,Jani Saarela,University of Helsinki (FIMM-UH)
gene knockout,Jani Saarela,University of Helsinki (FIMM-UH)
high throughput screening,Jani Saarela,University of Helsinki (FIMM-UH)
homogeneous time resolved fluorescence,Jani Saarela,University of Helsinki (FIMM-UH)
immunoassay,Jani Saarela,University of Helsinki (FIMM-UH)
kinase activity assay,Jani Saarela,University of Helsinki (FIMM-UH)
kinome activity assay,Jani Saarela,University of Helsinki (FIMM-UH)
low throughput screening,Jani Saarela,University of Helsinki (FIMM-UH)
luciferase enzyme activity assay,Jani Saarela,University of Helsinki (FIMM-UH)
luciferase reporter gene assay,Jani Saarela,University of Helsinki (FIMM-UH)
medium throughput screening,Jani Saarela,University of Helsinki (FIMM-UH)
membrane permeability assessment,Jani Saarela,University of Helsinki (FIMM-UH)
membrane potential assay,Jani Saarela,University of Helsinki (FIMM-UH)
metabolic stability assay,Jani Saarela,University of Helsinki (FIMM-UH)
Migration Assay,Jani Saarela,University of Helsinki (FIMM-UH)
mitochondrial membrane potential assay,Jani Saarela,University of Helsinki (FIMM-UH)
mitosis/apoptosis assay,Jani Saarela,University of Helsinki (FIMM-UH)
primary assay,Jani Saarela,University of Helsinki (FIMM-UH)
protein folding assay,Jani Saarela,University of Helsinki (FIMM-UH)
protein-protein interaction assay,Jani Saarela,University of Helsinki (FIMM-UH)
real-time PCR ,Jani Saarela,University of Helsinki (FIMM-UH)
reporter gene assay,Jani Saarela,University of Helsinki (FIMM-UH)
RNA-seq gene expression profiling assay,Jani Saarela,University of Helsinki (FIMM-UH)
sandwich ELISA,Jani Saarela,University of Helsinki (FIMM-UH)
secondary assay,Jani Saarela,University of Helsinki (FIMM-UH)
selectivity assay,Jani Saarela,University of Helsinki (FIMM-UH)
signal transduction assay,Jani Saarela,University of Helsinki (FIMM-UH)
signaling pathway assay,Jani Saarela,University of Helsinki (FIMM-UH)
time resolved fluorescence resonance energy transfer,Jani Saarela,University of Helsinki (FIMM-UH)
toxicity assay,Jani Saarela,University of Helsinki (FIMM-UH)
1536 well plate,Marianna Tampere,Karolinska Institutet
24 well plate,Marianna Tampere,Karolinska Institutet
384 well plate,Marianna Tampere,Karolinska Institutet
96 well plate,Marianna Tampere,Karolinska Institutet
ADMET,Marianna Tampere,Karolinska Institutet
antigen down assay,Marianna Tampere,Karolinska Institutet
apoptosis assay,Marianna Tampere,Karolinska Institutet
artifact assay,Marianna Tampere,Karolinska Institutet
assay format,Marianna Tampere,Karolinska Institutet
assay screening campaign stage,Marianna Tampere,Karolinska Institutet
assay screening throughput,Marianna Tampere,Karolinska Institutet
Bead-based immunoassay for protein state,Marianna Tampere,Karolinska Institutet
binding assay,Marianna Tampere,Karolinska Institutet
bioassay,Marianna Tampere,Karolinska Institutet
bioassay specification,Marianna Tampere,Karolinska Institutet
bioassay type,Marianna Tampere,Karolinska Institutet
biochemical format,Marianna Tampere,Karolinska Institutet
Bisulfite Sequencing assay,Marianna Tampere,Karolinska Institutet
brightfield microscopy,Marianna Tampere,Karolinska Institutet
BSEP inhibition assay,Marianna Tampere,Karolinska Institutet
Caco-2 permeability assay,Marianna Tampere,Karolinska Institutet
calcium redistribution assay,Marianna Tampere,Karolinska Institutet
cAMP redistribution assay,Marianna Tampere,Karolinska Institutet
cell based format,Marianna Tampere,Karolinska Institutet
cell binding assay,Marianna Tampere,Karolinska Institutet
cell cycle assay,Marianna Tampere,Karolinska Institutet
cell density determination,Marianna Tampere,Karolinska Institutet
cell growth assay,Marianna Tampere,Karolinska Institutet
cell morphology assay,Marianna Tampere,Karolinska Institutet
cell motility assay,Marianna Tampere,Karolinska Institutet
cell permeability assay,Marianna Tampere,Karolinska Institutet
cell proliferation assay,Marianna Tampere,Karolinska Institutet
cell viability assay,Marianna Tampere,Karolinska Institutet
cell viability ATP quantitation assay,Marianna Tampere,Karolinska Institutet
chemotaxis assay,Marianna Tampere,Karolinska Institutet
competitive immunoassay,Marianna Tampere,Karolinska Institutet
compound aggregation assay,Marianna Tampere,Karolinska Institutet
compound fluorescence assay,Marianna Tampere,Karolinska Institutet
compound library,Marianna Tampere,Karolinska Institutet
compound redox activity assay,Marianna Tampere,Karolinska Institutet
compound toxicity assay,Marianna Tampere,Karolinska Institutet
concentration response assay,Marianna Tampere,Karolinska Institutet
confirmatory assay,Marianna Tampere,Karolinska Institutet
confocal microscopy,Marianna Tampere,Karolinska Institutet
counter screening assay,Marianna Tampere,Karolinska Institutet
cytochrome P450 enzyme activity assay,Marianna Tampere,Karolinska Institutet
cytokine secretion assay,Marianna Tampere,Karolinska Institutet
direct enzyme activity measurement method,Marianna Tampere,Karolinska Institutet
drug absorption assay,Marianna Tampere,Karolinska Institutet
drug excretion assay,Marianna Tampere,Karolinska Institutet
dye redistribution assay,Marianna Tampere,Karolinska Institutet
ELISA,Marianna Tampere,Karolinska Institutet
endpoint assay,Marianna Tampere,Karolinska Institutet
enzymatic stability assay,Marianna Tampere,Karolinska Institutet
enzyme activity assay,Marianna Tampere,Karolinska Institutet
enzyme complementation,Marianna Tampere,Karolinska Institutet
enzyme fragment complementation,Marianna Tampere,Karolinska Institutet
enzyme induction assay,Marianna Tampere,Karolinska Institutet
enzyme inhibition assay,Marianna Tampere,Karolinska Institutet
epigenetic profiling assay,Marianna Tampere,Karolinska Institutet
Fluorescence imaging apoptosis assay,Marianna Tampere,Karolinska Institutet
Fluorescence imaging cell count assay,Marianna Tampere,Karolinska Institutet
Fluorescence imaging cell cycle state assay,Marianna Tampere,Karolinska Institutet
Fluorescence imaging cell growth inhibition assay,Marianna Tampere,Karolinska Institutet
Fluorescence imaging morphology assay,Marianna Tampere,Karolinska Institutet
Fluorescence imaging multiplex cytological profiling assay,Marianna Tampere,Karolinska Institutet
Fluorescence imaging protein state assay,Marianna Tampere,Karolinska Institutet
fluorescence microscopy,Marianna Tampere,Karolinska Institutet
fluorescent protein reporter gene assay,Marianna Tampere,Karolinska Institutet
functional,Marianna Tampere,Karolinska Institutet
functional phenotypic,Marianna Tampere,Karolinska Institutet
"functional target-based_x000D_
",Marianna Tampere,Karolinska Institutet
gene expression assay,Marianna Tampere,Karolinska Institutet
gene knock in,Marianna Tampere,Karolinska Institutet
gene knockdown,Marianna Tampere,Karolinska Institutet
gene knockout,Marianna Tampere,Karolinska Institutet
GSH adduct formation,Marianna Tampere,Karolinska Institutet
hepatocyte stability assay,Marianna Tampere,Karolinska Institutet
high throughput screening,Marianna Tampere,Karolinska Institutet
homogeneous time resolved fluorescence,Marianna Tampere,Karolinska Institutet
HPLC System,Marianna Tampere,Karolinska Institutet
imaging cytometer,Marianna Tampere,Karolinska Institutet
immunoassay,Marianna Tampere,Karolinska Institutet
immunoblot,Marianna Tampere,Karolinska Institutet
immunocytochemistry,Marianna Tampere,Karolinska Institutet
immunofluorescent labeling,Marianna Tampere,Karolinska Institutet
immunohistochemistry,Marianna Tampere,Karolinska Institutet
in situ immunoassay,Marianna Tampere,Karolinska Institutet
in vivo efficacy assay,Marianna Tampere,Karolinska Institutet
ion channel assay,Marianna Tampere,Karolinska Institutet
isothermal titration calorimetry,Marianna Tampere,Karolinska Institutet
kinase activity assay,Marianna Tampere,Karolinska Institutet
kinetic assay,Marianna Tampere,Karolinska Institutet
lead optimization assay,Marianna Tampere,Karolinska Institutet
Liquid Chromatography/Mass Spectroscopy (LC/MS) protein quantification,Marianna Tampere,Karolinska Institutet
low throughput screening,Marianna Tampere,Karolinska Institutet
luciferase enzyme activity assay,Marianna Tampere,Karolinska Institutet
luciferase reporter gene assay,Marianna Tampere,Karolinska Institutet
mass spectrometry,Marianna Tampere,Karolinska Institutet
medium throughput screening,Marianna Tampere,Karolinska Institutet
membrane permeability assessment,Marianna Tampere,Karolinska Institutet
metabolic stability assay,Marianna Tampere,Karolinska Institutet
Migration Assay,Marianna Tampere,Karolinska Institutet
mitochondrial membrane potential assay,Marianna Tampere,Karolinska Institutet
mitosis/apoptosis assay,Marianna Tampere,Karolinska Institutet
MS protein quantification assay,Marianna Tampere,Karolinska Institutet
MS protein state assay,Marianna Tampere,Karolinska Institutet
neurite outgrowth assay,Marianna Tampere,Karolinska Institutet
oxidative stress assay,Marianna Tampere,Karolinska Institutet
parental cell line assay,Marianna Tampere,Karolinska Institutet
patch clamp,Marianna Tampere,Karolinska Institutet
PD biomarker assay,Marianna Tampere,Karolinska Institutet
permeability assay,Marianna Tampere,Karolinska Institutet
pH stability assay,Marianna Tampere,Karolinska Institutet
pharmacodynamic assay,Marianna Tampere,Karolinska Institutet
pharmacokinetic assay,Marianna Tampere,Karolinska Institutet
Pharmacology: Primary Pharmacodynamics,Marianna Tampere,Karolinska Institutet
phosphatase activity assay,Marianna Tampere,Karolinska Institutet
phosphorylation assay,Marianna Tampere,Karolinska Institutet
physicochemical assay,Marianna Tampere,Karolinska Institutet
plasma protein binding assay,Marianna Tampere,Karolinska Institutet
plasma stability assay,Marianna Tampere,Karolinska Institutet
posttranslation modification assay,Marianna Tampere,Karolinska Institutet
preclinical development stage,Marianna Tampere,Karolinska Institutet
primary assay,Marianna Tampere,Karolinska Institutet
protease activity assay,Marianna Tampere,Karolinska Institutet
protein expression assay,Marianna Tampere,Karolinska Institutet
protein redistribution assay,Marianna Tampere,Karolinska Institutet
protein stability assay,Marianna Tampere,Karolinska Institutet
protein unfolding assay,Marianna Tampere,Karolinska Institutet
protein-protein interaction assay,Marianna Tampere,Karolinska Institutet
protein-small molecule interaction assay,Marianna Tampere,Karolinska Institutet
protein-turnover assay,Marianna Tampere,Karolinska Institutet
real-time PCR ,Marianna Tampere,Karolinska Institutet
receptor induction assay,Marianna Tampere,Karolinska Institutet
receptor internalization assay,Marianna Tampere,Karolinska Institutet
reporter gene assay,Marianna Tampere,Karolinska Institutet
RNA-seq gene expression profiling assay,Marianna Tampere,Karolinska Institutet
sandwich ELISA,Marianna Tampere,Karolinska Institutet
SAR by NMR,Marianna Tampere,Karolinska Institutet
second messenger assay,Marianna Tampere,Karolinska Institutet
secondary assay,Marianna Tampere,Karolinska Institutet
selectivity assay,Marianna Tampere,Karolinska Institutet
signal transduction assay,Marianna Tampere,Karolinska Institutet
signaling pathway assay,Marianna Tampere,Karolinska Institutet
surface plasmon resonance,Marianna Tampere,Karolinska Institutet
SWATH MS protein profiling assay,Marianna Tampere,Karolinska Institutet
SWATH-MS protein quantification assay,Marianna Tampere,Karolinska Institutet
target engagement assay,Marianna Tampere,Karolinska Institutet
thermal shift assay,Marianna Tampere,Karolinska Institutet
time resolved fluorescence resonance energy transfer,Marianna Tampere,Karolinska Institutet
toxicity assay,Marianna Tampere,Karolinska Institutet
1536 well plate,Francesca Bruzzese,Istituto Nazionale Tumori
24 well plate,Francesca Bruzzese,Istituto Nazionale Tumori
384 well plate,Francesca Bruzzese,Istituto Nazionale Tumori
96 well plate,Francesca Bruzzese,Istituto Nazionale Tumori
acetylated histone assay,Francesca Bruzzese,Istituto Nazionale Tumori
apoptosis assay,Francesca Bruzzese,Istituto Nazionale Tumori
artifact assay,Francesca Bruzzese,Istituto Nazionale Tumori
assay format,Francesca Bruzzese,Istituto Nazionale Tumori
assay screening campaign stage,Francesca Bruzzese,Istituto Nazionale Tumori
assay screening throughput,Francesca Bruzzese,Istituto Nazionale Tumori
bioassay,Francesca Bruzzese,Istituto Nazionale Tumori
bioassay type,Francesca Bruzzese,Istituto Nazionale Tumori
bioavailability assay,Francesca Bruzzese,Istituto Nazionale Tumori
biochemical format,Francesca Bruzzese,Istituto Nazionale Tumori
brightfield microscopy,Francesca Bruzzese,Istituto Nazionale Tumori
cell based format,Francesca Bruzzese,Istituto Nazionale Tumori
cell cycle assay,Francesca Bruzzese,Istituto Nazionale Tumori
cell density determination,Francesca Bruzzese,Istituto Nazionale Tumori
cell growth assay,Francesca Bruzzese,Istituto Nazionale Tumori
cell morphology assay,Francesca Bruzzese,Istituto Nazionale Tumori
cell motility assay,Francesca Bruzzese,Istituto Nazionale Tumori
cell permeability assay,Francesca Bruzzese,Istituto Nazionale Tumori
cell proliferation assay,Francesca Bruzzese,Istituto Nazionale Tumori
cell viability assay,Francesca Bruzzese,Istituto Nazionale Tumori
cell viability ATP quantitation assay,Francesca Bruzzese,Istituto Nazionale Tumori
chaperone activity assay,Francesca Bruzzese,Istituto Nazionale Tumori
chemotaxis assay,Francesca Bruzzese,Istituto Nazionale Tumori
compound library,Francesca Bruzzese,Istituto Nazionale Tumori
compound redox activity assay,Francesca Bruzzese,Istituto Nazionale Tumori
compound toxicity assay,Francesca Bruzzese,Istituto Nazionale Tumori
concentration response assay,Francesca Bruzzese,Istituto Nazionale Tumori
confirmatory assay,Francesca Bruzzese,Istituto Nazionale Tumori
confocal microscopy,Francesca Bruzzese,Istituto Nazionale Tumori
cytokine secretion assay,Francesca Bruzzese,Istituto Nazionale Tumori
direct enzyme activity measurement method,Francesca Bruzzese,Istituto Nazionale Tumori
ELISA,Francesca Bruzzese,Istituto Nazionale Tumori
ELISA protein secretion profiling assay,Francesca Bruzzese,Istituto Nazionale Tumori
endpoint assay,Francesca Bruzzese,Istituto Nazionale Tumori
epigenetic assay,Francesca Bruzzese,Istituto Nazionale Tumori
epigenetic profiling assay,Francesca Bruzzese,Istituto Nazionale Tumori
Fluorescence imaging apoptosis assay,Francesca Bruzzese,Istituto Nazionale Tumori
Fluorescence imaging cell count assay,Francesca Bruzzese,Istituto Nazionale Tumori
Fluorescence imaging cell cycle state assay,Francesca Bruzzese,Istituto Nazionale Tumori
Fluorescence imaging cell growth inhibition assay,Francesca Bruzzese,Istituto Nazionale Tumori
Fluorescence imaging morphology assay,Francesca Bruzzese,Istituto Nazionale Tumori
Fluorescence imaging multiplex cytological profiling assay,Francesca Bruzzese,Istituto Nazionale Tumori
Fluorescence imaging protein state assay,Francesca Bruzzese,Istituto Nazionale Tumori
fluorescence microscopy,Francesca Bruzzese,Istituto Nazionale Tumori
fluorescence-linked immunosorbent assay,Francesca Bruzzese,Istituto Nazionale Tumori
gene expression assay,Francesca Bruzzese,Istituto Nazionale Tumori
gene knock in,Francesca Bruzzese,Istituto Nazionale Tumori
gene knockdown,Francesca Bruzzese,Istituto Nazionale Tumori
gene knockout,Francesca Bruzzese,Istituto Nazionale Tumori
global chromatin epigenetic profiling assay,Francesca Bruzzese,Istituto Nazionale Tumori
high throughput screening,Francesca Bruzzese,Istituto Nazionale Tumori
HPLC System,Francesca Bruzzese,Istituto Nazionale Tumori
immunoblot,Francesca Bruzzese,Istituto Nazionale Tumori
immunofluorescent labeling,Francesca Bruzzese,Istituto Nazionale Tumori
immunohistochemistry,Francesca Bruzzese,Istituto Nazionale Tumori
impedance,Francesca Bruzzese,Istituto Nazionale Tumori
in vivo efficacy assay,Francesca Bruzzese,Istituto Nazionale Tumori
Liquid Chromatography/Mass Spectroscopy (LC/MS) protein quantification,Francesca Bruzzese,Istituto Nazionale Tumori
luciferase reporter gene assay,Francesca Bruzzese,Istituto Nazionale Tumori
mass spectrometry,Francesca Bruzzese,Istituto Nazionale Tumori
metabolomic assay,Francesca Bruzzese,Istituto Nazionale Tumori
metabolomic profiling assay,Francesca Bruzzese,Istituto Nazionale Tumori
Migration Assay,Francesca Bruzzese,Istituto Nazionale Tumori
mitochondrial membrane potential assay,Francesca Bruzzese,Istituto Nazionale Tumori
MS protein quantification assay,Francesca Bruzzese,Istituto Nazionale Tumori
optical microscopy,Francesca Bruzzese,Istituto Nazionale Tumori
oxidative phosphorylation assay,Francesca Bruzzese,Istituto Nazionale Tumori
oxidative stress assay,Francesca Bruzzese,Istituto Nazionale Tumori
oxidoreductase activity assay,Francesca Bruzzese,Istituto Nazionale Tumori
phosphorylation assay,Francesca Bruzzese,Istituto Nazionale Tumori
posttranslation modification assay,Francesca Bruzzese,Istituto Nazionale Tumori
preclinical development stage,Francesca Bruzzese,Istituto Nazionale Tumori
protein expression assay,Francesca Bruzzese,Istituto Nazionale Tumori
quantitative PCR,Francesca Bruzzese,Istituto Nazionale Tumori
real-time PCR ,Francesca Bruzzese,Istituto Nazionale Tumori
reverse transcription PCR,Francesca Bruzzese,Istituto Nazionale Tumori
shotgun MS protein profiling assay,Francesca Bruzzese,Istituto Nazionale Tumori
signal transduction assay,Francesca Bruzzese,Istituto Nazionale Tumori
signaling pathway assay,Francesca Bruzzese,Istituto Nazionale Tumori
